timestamp_local,ZON_NORR,ZON_MITT,ZON_SYDVÄST,ZON_EXTERN,total_mw,temp_north,temp_mid,temp_south
2025-01-02 12:00:00,739.6,3483.9,832.3,1334.9,6390.7,-13.8,4.9,2.0
2025-01-02 13:00:00,736.2,3365.0,792.8,1268.9,6162.9,-14.8,5.5,3.3
2025-01-02 14:00:00,725.8,3204.9,779.3,1217.2,5927.2,-15.0,7.3,3.1
2025-01-02 15:00:00,719.7,3205.9,764.7,1220.4,5910.7,-14.8,5.5,2.8
2025-01-02 16:00:00,695.0,3113.0,738.9,1177.5,5724.4,-13.7,6.1,3.2
2025-01-02 17:00:00,694.6,3141.6,751.6,1164.1,5751.9,-13.7,6.2,3.1
2025-01-02 18:00:00,698.2,3154.7,732.0,1154.9,5739.8,-14.0,5.3,4.4
2025-01-02 19:00:00,752.3,3590.5,832.4,1313.4,6488.6,-14.1,4.5,0.4
2025-01-02 20:00:00,752.8,3508.9,844.4,1290.5,6396.6,-15.4,5.2,1.3
2025-01-02 21:00:00,742.6,3396.0,820.3,1261.5,6220.4,-15.1,5.4,1.2
2025-01-02 22:00:00,749.4,3423.4,818.6,1225.0,6216.4,-17.7,4.8,0.3
2025-01-02 23:00:00,741.1,3240.3,776.6,1257.0,6015.0,-17.2,2.5,0.0
2025-01-03 00:00:00,739.1,3258.7,785.3,1226.2,6009.3,-18.2,2.8,-0.5
2025-01-03 01:00:00,727.4,3171.8,770.4,1232.6,5902.2,-19.2,3.5,-2.0
2025-01-03 02:00:00,722.3,3377.4,798.6,1230.3,6128.6,-18.9,-0.1,-2.0
2025-01-03 03:00:00,726.1,3309.5,801.5,1293.9,6131.0,-18.5,-0.9,-3.2
2025-01-03 04:00:00,641.5,2924.7,698.8,1078.6,5343.6,-21.1,-0.0,-3.1
2025-01-03 05:00:00,654.6,2971.1,718.1,1086.6,5430.4,-19.2,1.2,-2.5
2025-01-03 06:00:00,690.9,3007.1,735.2,1139.5,5572.7,-20.5,1.3,-3.3
2025-01-03 07:00:00,694.0,3129.4,748.8,1159.4,5731.6,-18.6,1.4,-2.6
2025-01-03 08:00:00,698.2,3164.5,769.0,1187.0,5818.7,-17.6,2.6,-2.2
2025-01-03 09:00:00,709.6,3094.4,745.1,1170.0,5719.1,-18.4,3.8,0.4
2025-01-03 10:00:00,772.4,3646.9,885.5,1367.9,6672.7,-16.5,3.1,-0.1
2025-01-03 11:00:00,764.7,3759.0,862.7,1406.1,6792.5,-16.6,3.3,1.3
2025-01-03 12:00:00,761.3,3540.5,813.4,1315.0,6430.2,-16.7,4.8,2.2
2025-01-03 13:00:00,729.3,3290.1,821.2,1236.6,6077.2,-15.0,6.2,2.5
2025-01-03 14:00:00,706.6,3422.9,,1290.8,5420.3,-14.0,3.8,2.0
2025-01-03 15:00:00,700.8,3235.9,766.3,1224.7,5927.7,-13.8,4.4,3.4
2025-01-03 16:00:00,709.6,3107.8,728.1,1213.9,5759.4,-15.2,4.9,5.2
2025-01-03 17:00:00,679.5,3105.0,731.6,1168.5,5684.6,-13.6,5.8,3.5
2025-01-03 18:00:00,687.6,3143.1,745.4,1163.5,5739.6,-13.8,3.6,3.6
2025-01-03 19:00:00,768.6,3517.5,850.3,1333.9,6470.3,-15.9,4.6,1.8
2025-01-03 20:00:00,746.2,3488.5,844.5,1312.7,6391.9,-14.9,3.6,2.7
2025-01-03 21:00:00,753.0,3473.6,816.2,1302.2,6345.0,-16.0,2.3,1.5
2025-01-03 22:00:00,722.8,3458.8,802.0,1298.4,6282.0,-16.4,2.8,-0.3
2025-01-03 23:00:00,739.0,3410.4,826.0,1248.3,6223.7,-17.9,2.5,-0.3
2025-01-04 00:00:00,732.7,3363.5,802.5,1233.2,6131.9,-18.6,0.9,-1.4
2025-01-04 01:00:00,688.9,2917.2,720.8,1161.1,5488.0,-18.4,1.7,-2.1
2025-01-04 02:00:00,713.9,3021.4,716.9,1146.7,5598.9,-20.8,-1.0,-3.0
2025-01-04 03:00:00,684.8,2933.1,727.1,1120.2,5465.2,-19.2,0.6,-3.3
2025-01-04 04:00:00,615.8,2625.7,636.6,1010.1,4888.2,-18.7,-0.1,-3.9
2025-01-04 05:00:00,607.7,2582.6,637.4,1049.1,4876.8,-19.3,-0.4,-3.7
2025-01-04 06:00:00,638.4,2817.2,636.7,1074.1,5166.4,-19.2,-0.6,-2.0
2025-01-04 07:00:00,674.0,2754.9,660.4,1074.1,5163.4,-20.5,0.8,-0.6
2025-01-04 08:00:00,664.6,2945.6,686.7,1098.0,5394.9,-18.0,0.9,-1.1
2025-01-04 09:00:00,674.5,2797.4,683.1,1070.6,5225.6,-17.3,3.4,-0.6
2025-01-04 10:00:00,739.6,3292.2,775.0,1250.4,6057.2,-16.1,2.0,2.0
2025-01-04 11:00:00,734.7,3310.9,802.8,1258.9,6107.3,-16.3,3.5,1.4
2025-01-04 12:00:00,723.2,3373.7,741.5,1242.2,6080.6,-16.6,2.4,0.5
2025-01-04 13:00:00,699.9,3025.5,748.8,1146.6,5620.8,-15.6,5.7,2.8
2025-01-04 14:00:00,670.6,2985.6,689.1,1151.3,5496.6,-13.3,4.5,3.1
2025-01-04 15:00:00,672.2,2931.3,687.4,1099.2,5390.1,-13.3,5.1,3.6
2025-01-04 16:00:00,666.3,2865.5,666.5,1099.6,5297.9,-13.4,5.3,4.7
2025-01-04 17:00:00,670.6,,663.2,1081.7,2415.5,-14.9,5.2,3.4
2025-01-04 18:00:00,662.6,2787.4,664.9,1062.0,5176.9,-15.0,6.0,4.4
2025-01-04 19:00:00,713.9,3147.7,755.6,1243.7,5860.9,-15.9,3.5,2.7
2025-01-04 20:00:00,724.0,3212.1,740.5,1211.0,5887.6,-16.0,4.1,3.1
2025-01-04 21:00:00,720.3,3153.0,744.3,1218.3,5835.9,-15.7,2.6,1.5
2025-01-04 22:00:00,691.5,3059.6,714.0,1195.3,5660.4,-16.2,3.1,1.0
2025-01-04 23:00:00,704.8,3021.1,735.2,1183.7,5644.8,-18.1,0.9,-0.6
2025-01-05 00:00:00,702.3,3092.7,694.3,1120.1,5609.4,-18.4,1.0,-2.5
2025-01-05 01:00:00,717.5,2981.0,703.8,1130.6,5532.9,-20.3,-0.1,-1.4
2025-01-05 02:00:00,689.9,3062.3,698.9,1146.2,5597.3,-19.2,-0.9,-2.4
2025-01-05 03:00:00,716.1,3027.9,703.7,1151.6,5599.3,-20.5,-0.8,-1.7
2025-01-05 04:00:00,617.4,2637.0,621.2,1037.9,4913.5,-20.1,-0.7,-1.9
2025-01-05 05:00:00,624.0,2654.7,632.4,1038.1,4949.2,-20.3,-0.5,-2.2
2025-01-05 06:00:00,640.3,2829.3,648.5,1049.1,5167.2,-20.7,0.5,-0.2
2025-01-05 07:00:00,667.5,2832.1,671.9,1086.0,5257.5,-20.5,-0.1,-1.6
2025-01-05 08:00:00,673.3,2845.4,686.0,1111.3,5316.0,-18.4,1.2,-1.5
2025-01-05 09:00:00,683.5,2945.1,701.7,1100.5,5430.8,-18.2,0.9,-0.3
2025-01-05 10:00:00,753.2,3292.4,794.9,1243.1,6083.6,-17.9,2.5,0.4
2025-01-05 11:00:00,734.1,3326.9,787.7,1267.3,6116.0,-16.4,2.7,1.0
2025-01-05 12:00:00,739.3,3230.4,764.2,1207.5,5941.4,-17.7,4.1,-0.1
2025-01-05 13:00:00,706.7,3109.3,722.5,1159.3,5697.8,-16.0,4.8,1.7
2025-01-05 14:00:00,688.3,3016.9,702.4,1153.7,5561.3,-15.2,4.0,3.1
2025-01-05 15:00:00,659.2,2881.8,681.0,1114.8,5336.8,-12.7,4.9,3.4
2025-01-05 16:00:00,685.1,2890.1,693.3,1093.0,5361.5,-15.5,3.7,2.0
2025-01-05 17:00:00,659.5,2858.6,677.0,1114.6,5309.7,-14.0,3.6,2.4
2025-01-05 18:00:00,,,667.0,1118.8,1785.8,-14.4,4.5,2.7
2025-01-05 19:00:00,724.6,3125.2,750.7,1185.8,5786.3,-15.9,5.0,2.3
2025-01-05 20:00:00,731.4,3216.1,748.9,1241.5,5937.9,-16.5,2.4,1.8
2025-01-05 21:00:00,710.8,3244.9,760.6,1206.7,5923.0,-16.3,2.8,1.5
2025-01-05 22:00:00,720.1,3153.3,737.4,1178.9,5789.7,-16.5,0.3,1.1
2025-01-05 23:00:00,727.4,3049.8,724.2,1171.5,5672.9,-18.7,2.2,-1.2
2025-01-06 00:00:00,702.2,3019.6,706.7,1179.0,5607.5,-19.0,-0.2,-1.3
2025-01-06 01:00:00,750.8,3338.2,773.4,,4862.4,-20.9,0.0,-1.3
2025-01-06 02:00:00,746.4,3340.1,785.1,1300.3,6171.9,-20.4,-0.6,-2.0
2025-01-06 03:00:00,733.2,3259.1,781.9,1247.5,6021.7,-20.6,0.9,-2.2
2025-01-06 04:00:00,660.3,2962.3,674.2,1094.0,5390.8,-20.5,-1.4,-1.5
2025-01-06 05:00:00,674.0,2942.8,704.0,1105.1,5425.9,-22.6,-0.4,-3.2
2025-01-06 06:00:00,675.1,3060.1,739.0,1141.8,5616.0,-19.9,0.0,-2.0
2025-01-06 07:00:00,684.6,3130.5,763.6,1189.0,5767.7,-19.2,-0.0,-3.5
2025-01-06 08:00:00,723.0,3183.3,773.8,1166.3,5846.4,-19.5,1.6,-1.1
2025-01-06 09:00:00,722.1,,732.7,1214.6,2669.4,-18.7,1.4,1.0
2025-01-06 10:00:00,813.9,3749.4,901.8,1367.2,6832.3,-19.2,0.9,-0.4
2025-01-06 11:00:00,783.7,3622.1,869.4,1323.4,6598.6,-16.7,3.1,1.8
2025-01-06 12:00:00,761.0,3538.4,854.9,1340.6,6494.9,-16.1,3.8,1.3
2025-01-06 13:00:00,760.5,3450.9,823.5,1260.1,6295.0,-16.0,4.1,2.0
2025-01-06 14:00:00,,3370.5,785.5,1241.3,5397.3,-15.5,4.5,3.9
2025-01-06 15:00:00,725.7,3268.2,775.4,1201.6,5970.9,-16.9,5.8,2.8
2025-01-06 16:00:00,731.1,3164.5,744.2,1214.3,5854.1,-15.7,4.4,5.3
2025-01-06 17:00:00,699.8,3213.7,732.8,1182.8,5829.1,-15.2,3.8,3.7
2025-01-06 18:00:00,702.2,3150.4,766.9,1187.3,5806.8,-15.0,4.9,0.7
2025-01-06 19:00:00,746.5,3512.5,834.2,1286.6,6379.8,-14.7,4.1,2.6
2025-01-06 20:00:00,762.7,3534.2,862.7,1274.6,6434.2,-15.6,5.2,0.3
2025-01-06 21:00:00,778.9,3421.2,792.3,1307.8,6300.2,-17.4,2.5,2.2
2025-01-06 22:00:00,754.7,3454.1,805.1,1293.0,6306.9,-18.4,2.2,1.6
2025-01-06 23:00:00,745.7,3477.8,,1265.8,5489.3,-17.9,0.5,-0.6
2025-01-07 00:00:00,730.9,3256.2,777.1,1198.1,5962.3,-18.8,1.9,-1.3
2025-01-07 01:00:00,757.5,3321.2,784.9,1248.2,6111.8,-21.1,0.5,-1.5
2025-01-07 02:00:00,738.3,3461.5,767.2,1241.3,6208.3,-19.7,-1.2,-1.5
2025-01-07 03:00:00,746.7,3474.8,801.0,1263.7,6286.2,-21.4,-1.7,-2.8
2025-01-07 04:00:00,644.4,2969.4,674.1,1121.0,5408.9,-19.8,-0.7,-1.5
2025-01-07 05:00:00,645.9,2983.1,690.4,1101.5,5420.9,-19.4,0.1,-3.2
2025-01-07 06:00:00,674.3,3048.2,726.9,1168.8,5618.2,-20.5,-2.1,-2.6
2025-01-07 07:00:00,677.5,3181.1,737.3,1218.9,5814.8,-19.8,-0.2,-0.8
2025-01-07 08:00:00,712.2,3247.6,753.9,1219.5,5933.2,-19.7,0.4,-2.5
2025-01-07 09:00:00,709.4,3221.5,743.0,1218.6,5892.5,-18.2,1.7,0.4
2025-01-07 10:00:00,792.3,3711.5,864.1,1373.7,6741.6,-18.5,4.1,1.3
2025-01-07 11:00:00,790.6,3722.6,849.7,1348.7,6711.6,-16.8,2.5,2.4
2025-01-07 12:00:00,,3581.0,826.7,1340.6,5748.3,-15.2,3.8,2.4
2025-01-07 13:00:00,741.8,3426.5,813.3,1264.6,6246.2,-14.5,4.3,2.9
2025-01-07 14:00:00,728.7,3457.0,804.0,1264.3,6254.0,-14.7,4.1,2.8
2025-01-07 15:00:00,717.5,3258.3,741.9,1257.4,5975.1,-15.6,4.9,4.7
2025-01-07 16:00:00,712.9,3162.5,740.6,1163.1,5779.1,-15.4,5.3,3.5
2025-01-07 17:00:00,682.9,3077.6,717.8,1207.9,5686.2,-14.4,5.5,4.3
2025-01-07 18:00:00,722.9,3150.7,739.0,1152.4,5765.0,-15.9,4.3,2.1
2025-01-07 19:00:00,776.1,3507.2,850.2,1297.8,6431.3,-15.9,4.7,1.6
2025-01-07 20:00:00,762.4,3395.5,829.0,1269.1,6256.0,-17.0,5.5,2.0
2025-01-07 21:00:00,749.1,3565.2,824.1,1252.4,6390.8,-17.0,2.4,0.6
2025-01-07 22:00:00,756.5,3478.1,,1329.5,5564.1,-17.9,1.4,1.6
2025-01-07 23:00:00,726.3,3331.2,800.6,1294.7,6152.8,-17.7,0.1,-1.0
2025-01-08 00:00:00,744.7,3278.9,781.4,1255.5,6060.5,-19.6,1.4,-1.7
2025-01-08 01:00:00,752.5,3312.3,790.7,1279.0,6134.5,-20.3,-0.0,-1.7
2025-01-08 02:00:00,755.4,3409.3,777.2,1283.9,6225.8,-22.0,-0.6,-2.6
2025-01-08 03:00:00,747.4,3361.7,791.2,1233.4,6133.7,-21.5,-0.9,-3.4
2025-01-08 04:00:00,,2971.4,680.1,1099.5,4751.0,-19.9,-0.8,-3.0
2025-01-08 05:00:00,658.5,2917.5,700.8,1165.7,5442.5,-20.2,-0.1,-2.7
2025-01-08 06:00:00,668.8,3061.9,731.3,1142.6,5604.6,-20.0,-1.0,-1.9
2025-01-08 07:00:00,685.6,3087.6,753.6,1184.6,5711.4,-19.5,0.2,-2.6
2025-01-08 08:00:00,712.7,3202.3,747.8,1231.1,5893.9,-19.5,0.2,0.3
2025-01-08 09:00:00,710.6,3121.9,769.5,1219.3,5821.3,-17.3,1.3,-0.7
2025-01-08 10:00:00,806.1,3760.5,859.0,1389.8,6815.4,-17.9,1.9,0.9
2025-01-08 11:00:00,750.2,3747.5,836.9,1366.8,6701.4,-14.7,2.3,2.0
2025-01-08 12:00:00,777.4,3568.2,830.7,1278.0,6454.3,-16.1,3.6,1.3
2025-01-08 13:00:00,741.5,3481.9,815.3,1293.0,6331.7,-15.3,3.8,2.3
2025-01-08 14:00:00,724.9,3299.0,772.1,1212.4,6008.4,-15.1,4.1,5.0
2025-01-08 15:00:00,694.4,3290.4,779.0,1212.3,5976.1,-13.5,4.9,2.3
2025-01-08 16:00:00,686.4,3184.6,757.8,1170.4,5799.2,-13.8,5.5,3.7
2025-01-08 17:00:00,711.9,3109.9,761.4,1174.7,5757.9,-15.7,5.5,2.4
2025-01-08 18:00:00,704.5,3081.2,721.4,1195.8,5702.9,-15.6,4.6,3.5
2025-01-08 19:00:00,772.7,3549.5,831.9,1321.3,6475.4,-15.3,4.4,3.0
2025-01-08 20:00:00,758.8,3555.9,844.9,1302.8,6462.4,-16.0,2.3,1.2
2025-01-08 21:00:00,750.5,3465.5,840.9,1268.4,6325.3,-16.6,2.3,1.7
2025-01-08 22:00:00,742.9,3534.7,793.1,1283.4,6354.1,-17.8,2.1,1.5
2025-01-08 23:00:00,727.0,3402.1,789.6,1267.0,6185.7,-18.3,1.0,-1.0
2025-01-09 00:00:00,741.2,3375.0,780.3,1250.4,6146.9,-18.4,0.3,-1.5
2025-01-09 01:00:00,729.0,3371.9,768.9,1256.3,6126.1,-19.7,-0.1,-1.8
2025-01-09 02:00:00,766.7,3371.0,790.6,1298.2,6226.5,-23.5,-1.1,-2.1
2025-01-09 03:00:00,740.8,3243.3,794.5,1268.2,6046.8,-21.1,0.3,-1.8
2025-01-09 04:00:00,642.6,2966.9,696.9,1091.8,5398.2,-20.1,-1.6,-3.8
2025-01-09 05:00:00,663.1,3019.3,723.8,1116.1,5522.3,-21.0,-0.5,-2.7
2025-01-09 06:00:00,687.1,3091.6,708.8,1120.1,5607.6,-20.3,-0.5,-2.6
2025-01-09 07:00:00,693.1,3174.9,736.3,1185.4,5789.7,-20.2,-0.9,-2.3
2025-01-09 08:00:00,710.2,3176.3,736.4,1209.0,5831.9,-19.2,0.6,-0.7
2025-01-09 09:00:00,720.3,3329.1,781.4,1224.2,6055.0,-18.7,-0.3,-1.7
2025-01-09 10:00:00,785.9,3612.7,887.9,1346.8,6633.3,-17.6,2.6,0.0
2025-01-09 11:00:00,775.0,3555.6,850.6,1337.3,6518.5,-16.1,3.7,1.0
2025-01-09 12:00:00,762.1,3448.2,847.1,1302.7,6360.1,-15.1,3.8,2.0
2025-01-09 13:00:00,741.4,3453.1,806.6,1285.5,6286.6,-15.1,4.2,3.1
2025-01-09 14:00:00,740.4,3288.4,798.1,1243.2,6070.1,-15.7,5.1,2.1
2025-01-09 15:00:00,712.8,3319.1,769.2,1264.8,6065.9,-14.6,4.2,2.9
2025-01-09 16:00:00,704.9,3210.3,730.8,1205.0,5851.0,-14.3,5.0,3.9
2025-01-09 17:00:00,695.5,3091.2,768.0,1154.5,5709.2,-14.7,5.4,1.4
2025-01-09 18:00:00,703.7,3174.0,734.7,1159.3,5771.7,-15.1,4.2,3.4
2025-01-09 19:00:00,745.3,3577.8,877.9,1344.1,6545.1,-13.8,3.1,1.1
2025-01-09 20:00:00,740.0,3544.3,841.4,1347.4,6473.1,-15.2,3.1,1.2
2025-01-09 21:00:00,749.9,3446.3,814.2,1326.8,6337.2,-16.2,2.9,1.3
2025-01-09 22:00:00,738.9,3574.1,813.5,1292.4,6418.9,-16.5,1.6,1.2
2025-01-09 23:00:00,762.1,3348.1,821.3,1240.0,6171.5,-19.4,0.5,-2.0
2025-01-10 00:00:00,733.0,3433.6,781.9,1275.0,6223.5,-18.5,-1.3,-2.4
2025-01-10 01:00:00,754.1,3369.5,812.6,1284.0,6220.2,-20.3,-1.1,-3.4
2025-01-10 02:00:00,748.9,3382.2,791.4,1306.3,6228.8,-20.5,-1.7,-2.8
2025-01-10 03:00:00,760.8,3382.4,792.1,1306.3,6241.6,-22.2,-2.9,-2.3
2025-01-10 04:00:00,658.6,3005.9,671.7,1102.7,5438.9,-21.3,-1.8,-2.9
2025-01-10 05:00:00,660.4,2935.4,714.0,1146.1,5455.9,-19.5,-1.6,-4.3
2025-01-10 06:00:00,673.2,3107.1,719.2,1145.6,5645.1,-18.3,-1.7,-2.4
2025-01-10 07:00:00,692.3,3175.0,772.5,1214.4,5854.2,-18.9,-1.6,-3.2
2025-01-10 08:00:00,704.1,3294.1,749.8,1251.9,5999.9,-18.8,-1.4,-1.3
2025-01-10 09:00:00,717.6,3238.0,759.6,1233.1,5948.3,-17.9,0.5,-0.1
2025-01-10 10:00:00,797.9,3702.3,886.7,1333.0,6719.9,-17.9,2.1,-0.9
2025-01-10 11:00:00,760.9,3679.9,868.0,1433.9,6742.7,-15.0,1.2,1.0
2025-01-10 12:00:00,759.2,3617.5,823.3,1330.0,6530.0,-14.5,2.6,1.9
2025-01-10 13:00:00,736.3,3434.1,811.3,1307.5,6289.2,-15.1,3.3,2.4
2025-01-10 14:00:00,727.1,3302.3,793.8,1209.2,6032.4,-13.6,5.4,2.4
2025-01-10 15:00:00,708.9,3372.8,771.9,1298.0,6151.6,-14.8,2.2,3.0
2025-01-10 16:00:00,705.4,3145.4,757.2,1200.2,5808.2,-13.9,3.5,3.3
2025-01-10 17:00:00,686.6,3208.0,738.3,1191.7,5824.6,-14.2,4.1,2.9
2025-01-10 18:00:00,689.2,3104.8,736.7,1181.8,5712.5,-13.8,3.4,3.8
2025-01-10 19:00:00,763.5,3571.4,844.3,1331.5,6510.7,-15.5,2.4,2.6
2025-01-10 20:00:00,764.1,3618.4,836.1,1290.0,6508.6,-16.8,2.3,1.5
2025-01-10 21:00:00,762.8,3550.8,813.4,1344.2,6471.2,-17.5,0.5,2.4
2025-01-10 22:00:00,752.9,3448.2,821.0,1305.1,6327.2,-18.4,1.2,-0.8
2025-01-10 23:00:00,748.5,3440.9,806.3,1266.8,6262.5,-17.4,1.0,-1.5
2025-01-11 00:00:00,748.6,3456.6,794.0,1263.1,6262.3,-19.5,-1.1,-0.6
2025-01-11 01:00:00,730.6,3107.4,714.0,1164.3,5716.3,-21.4,-1.0,-3.3
2025-01-11 02:00:00,692.6,2949.9,707.5,1127.0,5477.0,-19.5,-0.7,-1.9
2025-01-11 03:00:00,708.4,2989.4,751.3,1146.6,5595.7,-20.1,-1.8,-4.3
2025-01-11 04:00:00,615.7,2656.9,617.2,1028.5,4918.3,-19.2,-1.7,-5.5
2025-01-11 05:00:00,630.6,2778.3,627.9,1065.3,5102.1,-20.6,-3.1,-2.8
2025-01-11 06:00:00,643.9,2823.8,655.8,1076.8,5200.3,-19.7,-1.7,-3.1
2025-01-11 07:00:00,669.1,2946.9,688.8,1106.7,5411.5,-19.3,-2.1,-2.7
2025-01-11 08:00:00,678.4,2962.2,706.6,1130.5,5477.7,-20.1,-1.6,-2.2
2025-01-11 09:00:00,679.5,2938.6,693.5,1167.0,5478.6,-17.7,-0.8,-1.4
2025-01-11 10:00:00,739.7,3476.5,822.4,1305.1,6343.7,-17.5,0.2,-1.2
2025-01-11 11:00:00,743.8,3463.4,772.4,1249.2,6228.8,-16.1,1.8,1.4
2025-01-11 12:00:00,712.6,3335.4,768.3,1225.3,6041.6,-16.0,1.0,1.3
2025-01-11 13:00:00,704.8,3110.7,713.7,1158.9,5688.1,-15.3,3.3,1.3
2025-01-11 14:00:00,692.9,3054.6,696.6,1172.5,5616.6,-16.2,4.3,2.7
2025-01-11 15:00:00,668.9,2897.9,690.5,1181.1,5438.4,-13.7,2.4,1.9
2025-01-11 16:00:00,663.4,2898.4,681.7,1081.7,5325.2,-15.4,3.5,2.4
2025-01-11 17:00:00,677.6,2841.6,667.8,1100.2,5287.2,-14.7,3.3,2.0
2025-01-11 18:00:00,664.7,2731.2,662.2,1107.2,5165.3,-15.5,2.5,2.9
2025-01-11 19:00:00,746.0,3246.3,764.9,1243.3,6000.5,-16.7,2.9,2.6
2025-01-11 20:00:00,738.4,3279.6,755.8,1231.3,6005.1,-17.3,1.8,1.2
2025-01-11 21:00:00,720.7,3214.5,747.0,1247.4,5929.6,-18.0,-0.0,-0.3
2025-01-11 22:00:00,725.3,3136.7,721.8,1213.0,5796.8,-19.1,1.0,-0.7
2025-01-11 23:00:00,687.6,2972.9,729.7,1185.0,5575.2,-18.2,0.9,-1.3
2025-01-12 00:00:00,699.0,3111.7,714.0,1188.4,5713.1,-19.0,-1.1,-1.7
2025-01-12 01:00:00,703.2,3076.7,712.6,1186.5,5679.0,-20.2,-2.1,-1.5
2025-01-12 02:00:00,707.4,3012.1,688.8,,4408.3,-20.9,-1.3,-0.7
2025-01-12 03:00:00,715.7,3080.0,725.6,1204.3,5725.6,-21.8,-2.9,-3.6
2025-01-12 04:00:00,618.2,2695.8,622.8,1064.6,5001.4,-20.3,-2.8,-2.6
2025-01-12 05:00:00,637.8,2696.7,638.9,1040.8,5014.2,-20.6,-1.1,-3.5
2025-01-12 06:00:00,641.4,2812.8,642.9,1085.3,5182.4,-20.3,-2.9,-2.7
2025-01-12 07:00:00,671.9,2986.9,664.5,1067.6,5390.9,-21.8,-1.8,-1.4
2025-01-12 08:00:00,690.2,2949.7,674.4,1142.0,5456.3,-21.1,-1.8,-0.5
2025-01-12 09:00:00,666.3,3000.4,657.3,1161.0,5485.0,-18.6,-1.6,-0.1
2025-01-12 10:00:00,737.0,3353.3,791.8,1264.7,6146.8,-17.2,0.5,0.5
2025-01-12 11:00:00,737.6,3395.9,765.8,1292.3,6191.6,-17.5,0.4,1.5
2025-01-12 12:00:00,734.0,3276.1,745.0,1231.3,5986.4,-17.0,1.0,2.1
2025-01-12 13:00:00,723.4,3191.8,723.4,1214.1,5852.7,-16.5,2.5,4.0
2025-01-12 14:00:00,694.3,3083.9,708.7,1170.4,5657.3,-15.7,1.9,2.8
2025-01-12 15:00:00,698.2,3057.7,687.3,1139.0,5582.2,-17.1,2.9,3.2
